ticker,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
GLD,0.19561034112710093,0.7174068550527594,-0.6804756004342615,0.9996688596901327,0.951458560673026,-0.6351052985476736,-0.31426023591641555,0.5944253177431459,1.3069357886434179,2.3381912467413413
DBA,-0.5172866621045092,-1.0196026319960996,-1.1988443989514057,-0.47617036104124183,-0.4546918523894475,1.114321588393147,-0.06894279112849526,0.2556089538655688,1.3384586081547174,-0.24846942510524864
ASHR,-0.4029528635824128,1.8078345299936025,-1.2960436026556934,1.2018540482513234,0.976667098643008,-0.19121153021665802,-1.1541985758776578,-0.8336782930277219,0.4328766130517469,0.992451847288354
ELV,0.05284188153952324,1.881392126988722,0.5808334347172418,0.4449207321489358,0.29269911215592975,1.4379925981254873,0.33554331391297615,-0.3513088385286683,-1.0143568718245997,-0.0973879032313146
BNO,0.6647331804251173,0.51567240284659,-0.6287691443740453,1.009508628251584,-0.5605724697284221,1.5103268740272808,0.7511157676572987,-0.08266299415650767,0.28981299371821795,-0.15404999055967947
KSA,0.45360504090130777,0.14153522435875154,0.4755819819909415,0.31838511670299613,0.1372051958441782,1.7148676843547659,-0.4700895129014294,0.6410966798556251,-0.22073072052696902,-0.5968675772542794
XBI,-0.2723953673705867,1.4847788050918511,-0.5554047946965215,1.0091960097225112,1.069389458075337,-0.6911275557165097,-0.5232608606263309,0.22379792907763452,-0.02054388436036072,1.0613243804003003
HYD,-0.22830400189295064,2.3130542108716234,0.032534599045147515,1.3402879812713684,0.0272776838580099,-0.31231304584880276,-1.6052436336407476,0.1442692982562544,-0.06977716273032913,0.008649709471069555
EWZ,1.3576332629180141,0.7664687327303612,-0.03715382734133563,0.8379597317101554,-0.19007142898138857,-0.6069997354786966,0.3493343347557956,1.0039822807409013,-1.7050845215305779,1.4793776859697012
VCLT,0.6912361100083962,0.9618483649388303,-1.7901639782710477,2.189844133647953,0.4128774458094244,-0.5710411390659064,-1.7482653444750107,0.4449361882686568,-0.5473291483960545,0.3229153438858021
IWS,0.9981769731063063,0.9410189021872082,-1.2140597854941888,1.5771624004515363,0.19503645445923812,1.3289446429672198,-0.6647099837385094,0.5036506096392914,0.6049133427835893,0.4165109164879472
UGL,0.27941846930161346,0.8642199562935952,-0.5648853972473994,1.0566591907958365,0.8833868587739241,-0.5096761682838832,-0.2576678441572663,0.47583605109906313,1.1998451940668327,2.214614437857626
INDA,-0.12504749252059605,1.907085724182401,-0.45964353460991947,0.16133820964700485,0.42105845711073103,0.9208242399271965,-0.5970167253779897,0.8609678424174759,0.3023191521515178,-0.09642794828000534
EEM,0.47342900753839334,2.2414526046599677,-0.8568657157004597,0.8007636722301381,0.5018249760397921,-0.38841139647099504,-1.0006303306064879,0.2988991205417603,0.22707298950769747,1.3052621266752131
VNM,-0.6589091065060283,2.1190158992276853,-0.795435002805618,0.316238785985437,0.2987237385344138,0.9053810236869264,-2.09998623096088,0.47060955514459424,-0.7467902795273288,1.563473041894619
FVD,1.3288244517680134,1.1798660292590883,-0.6574928402296663,2.0238523872717296,0.009535824754091525,1.5928435042355082,-0.5077853992980801,-0.021139139751114276,0.4732787318720795,0.3472582067390492
ECH,0.7799758059805357,1.7556686372595995,-1.3329421441656653,-0.9866639576613052,-0.07259044923727348,-0.7099530361669604,0.6647569585562332,0.27178739918207195,-0.5721822753557487,1.856514952715391
ITB,0.10071035345001642,2.9499912372569153,-1.5865959047332043,1.9822849528504376,0.6205605561414531,1.416544055303767,-0.7540942176379222,1.9599949021680554,0.02786421352371205,-0.15619903303277513
URA,-0.07922252038566754,0.5299173564014495,-0.9556998389485868,-0.4241438132826797,1.001369494257492,1.068294128803928,-0.05298800640910418,1.1653509783360436,0.052700673348800534,1.1895935386708436
XLP,0.20483435463014263,0.8981391379162728,-0.8047801172994894,1.7057556679960846,0.2780011278944475,0.914838078581623,-0.23024029040767732,-0.442799607690034,0.6822123498717029,-0.11343194376929117
XLU,0.7106222932843577,0.7088663400309507,0.004981945217572374,1.6055453112805573,0.03152945381526685,0.7586307826963677,-0.041682154654810774,-0.5981949933369661,1.101801508052277,0.6434069726907218
